일련번호,주소,동,층,호수,동호수,전체주소,면적,지목,소유자명,주민번호,성별,연령대,소유형태,지분,소유자주소,거주투자구분,투자자거주지역,등기원인,등기일자,접수번호,근저당권유무,대출총액,근저당권자,근저당설정일,근저당접수번호,압류가압류유무,압류구분,압류일자,압류접수번호,압류권리자
86,서울시 용산구 이태원동 22-2,2동,1,102호,2동102호,서울시 중랑구 면목동 110-1 청하아파트 2동102호,185,대,이민준,611201-2******,여성,60대,단독소유,단독소유,서울시 서초구 삼성동 623-77,투자 목적,서울,경매,2006-03-05,제81732호,N,0,,,,Y,압류,2024-11-06,제76429호,국
87,서울시 용산구 이태원동 22-2,2동,1,103호,2동103호,서울시 중랑구 면목동 110-1 청하아파트 2동103호,185,대,이예준,810528-2******,여성,40대,단독소유,단독소유,서울시 강남구 역삼동 71-10,투자 목적,서울,경매,2020-09-25,제71436호,Y,242690000,기업은행,2021-12-03,제92601호,N,,,,
88,서울시 용산구 이태원동 22-2,2동,1,104호,2동104호,서울시 중랑구 면목동 110-1 청하아파트 2동104호,185,대,최도윤,631101-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동104호,실거주,-,매매,2024-05-17,제21422호,Y,510570000,기업은행,2022-11-25,제44540호,N,,,,
89,서울시 용산구 이태원동 22-2,2동,1,105호,2동105호,서울시 중랑구 면목동 110-1 청하아파트 2동105호,185,대,장하준,280622-2******,여성,90대,단독소유,단독소유,서울시 강남구 역삼동 532-77,투자 목적,서울,증여,2018-02-07,제71260호,Y,486490000,기업은행,2015-01-05,제96990호,N,,,,
90,서울시 용산구 이태원동 22-2,2동,1,106호,2동106호,서울시 중랑구 면목동 110-1 청하아파트 2동106호,185,대,강영희,841122-1******,남성,40대,단독소유,단독소유,경기도 고양시 분당구 정자동 592-8,투자 목적,경기,상속,2021-07-28,제37111호,Y,385500000,신한은행,2021-12-26,제21821호,N,,,,
91,서울시 용산구 이태원동 22-2,2동,1,107호,2동107호,서울시 중랑구 면목동 110-1 청하아파트 2동107호,185,대,강주원,650213-1******,남성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동107호,실거주,-,매매,2021-10-25,제76575호,Y,539430000,하나은행,2016-09-14,제80555호,N,,,,
92,서울시 용산구 이태원동 22-2,2동,1,108호,2동108호,서울시 중랑구 면목동 110-1 청하아파트 2동108호,185,대,박예준,660324-2******,여성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동108호,실거주,-,상속,1993-11-07,제52141호,Y,346150000,국민은행,2022-01-24,제52550호,Y,압류,2025-05-07,제82670호,서울시
93,서울시 용산구 이태원동 22-2,2동,1,109호,2동109호,서울시 중랑구 면목동 110-1 청하아파트 2동109호,185,대,박지호,790921-2******,여성,40대,단독소유,단독소유,서울시 서초구 역삼동 545-50,투자 목적,서울,경매,2024-02-16,제17091호,Y,197780000,신한은행,2023-02-27,제12075호,N,,,,
94,서울시 용산구 이태원동 22-2,2동,2,101호,2동101호,서울시 중랑구 면목동 110-1 청하아파트 2동101호,185,대,김지호,601012-2******,여성,60대,단독소유,단독소유,서울시 서초구 삼성동 383-79,투자 목적,서울,상속,2014-06-03,제3263호,N,0,,,,N,,,,
95,서울시 용산구 이태원동 22-2,2동,2,102호,2동102호,서울시 중랑구 면목동 110-1 청하아파트 2동102호,185,대,윤하준,570328-1******,남성,60대,단독소유,단독소유,서울시 강남구 역삼동 847-21,투자 목적,서울,상속,2025-04-27,제15754호,Y,730070000,우리은행,2021-05-15,제26343호,N,,,,
96,서울시 용산구 이태원동 22-2,2동,2,103호,2동103호,서울시 중랑구 면목동 110-1 청하아파트 2동103호,185,대,정하준,560709-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동103호,실거주,-,증여,2009-12-08,제73203호,N,0,,,,N,,,,
97,서울시 용산구 이태원동 22-2,2동,2,104호,2동104호,서울시 중랑구 면목동 110-1 청하아파트 2동104호,185,대,윤하준,650211-1******,남성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동104호,실거주,-,경매,2017-08-15,제70688호,Y,934240000,기업은행,2015-05-19,제82737호,N,,,,
98,서울시 용산구 이태원동 22-2,2동,2,105호,2동105호,서울시 중랑구 면목동 110-1 청하아파트 2동105호,185,대,박영자,921126-1******,남성,30대,단독소유,단독소유,"8866 Main St, Los Angeles, CA, USA",투자 목적,미국,상속,2005-12-18,제71623호,Y,882120000,신한은행,2019-11-30,제67161호,N,,,,
99,서울시 용산구 이태원동 22-2,2동,2,106호,2동106호,서울시 중랑구 면목동 110-1 청하아파트 2동106호,185,대,정도윤,700617-2******,여성,50대,공유자,3분의 1,서울시 중랑구 면목동 110-1 청하아파트 2동106호,실거주,-,매매,2021-03-04,제77393호,Y,224430000,하나은행,2019-06-11,제16377호,N,,,,
100,서울시 용산구 이태원동 22-2,2동,2,107호,2동107호,서울시 중랑구 면목동 110-1 청하아파트 2동107호,185,대,조순자,330913-2******,여성,90대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동107호,실거주,-,상속,1983-03-10,제35591호,N,0,,,,N,,,,
101,서울시 용산구 이태원동 22-2,2동,2,108호,2동108호,서울시 중랑구 면목동 110-1 청하아파트 2동108호,185,대,김예준,380321-1******,남성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동108호,실거주,-,경매,2020-01-15,제91847호,N,0,,,,N,,,,
102,서울시 용산구 이태원동 22-2,2동,2,109호,2동109호,서울시 중랑구 면목동 110-1 청하아파트 2동109호,185,대,조영자,640916-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동109호,실거주,-,경매,1995-01-12,제15076호,Y,209240000,국민은행,2022-09-17,제88687호,N,,,,
103,서울시 용산구 이태원동 22-2,2동,3,101호,2동101호,서울시 중랑구 면목동 110-1 청하아파트 2동101호,185,대,윤지호,551125-1******,남성,60대,단독소유,단독소유,서울시 강남구 삼성동 495-35,투자 목적,서울,경매,2018-10-22,제80518호,Y,922170000,신한은행,2011-07-28,제36117호,N,,,,
104,서울시 용산구 이태원동 22-2,2동,3,102호,2동102호,서울시 중랑구 면목동 110-1 청하아파트 2동102호,185,대,정도윤,651202-1******,남성,50대,단독소유,단독소유,경기도 성남시 분당구 정자동 399-49,투자 목적,경기,경매,2018-11-26,제60753호,Y,180590000,신한은행,2018-12-14,제60947호,N,,,,
105,서울시 용산구 이태원동 22-2,2동,3,103호,2동103호,서울시 중랑구 면목동 110-1 청하아파트 2동103호,185,대,박지호,650922-1******,남성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동103호,실거주,-,매매,2020-05-17,제87312호,Y,198380000,우리은행,2012-01-10,제96438호,N,,,,
106,서울시 용산구 이태원동 22-2,2동,3,104호,2동104호,서울시 중랑구 면목동 110-1 청하아파트 2동104호,185,대,조순자,910625-1******,남성,30대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동104호,실거주,-,경매,2011-05-13,제74387호,Y,552750000,신한은행,2017-12-28,제55719호,N,,,,
107,서울시 용산구 이태원동 22-2,2동,3,105호,2동105호,서울시 중랑구 면목동 110-1 청하아파트 2동105호,185,대,박영자,390427-1******,남성,80대,단독소유,단독소유,충청남도 천안시 불당동 823-59,투자 목적,충남,증여,2025-02-16,제90550호,Y,971160000,하나은행,2018-12-16,제26920호,N,,,,
108,서울시 용산구 이태원동 22-2,2동,3,106호,2동106호,서울시 중랑구 면목동 110-1 청하아파트 2동106호,185,대,김시우,560321-1******,남성,60대,공유자,2분의 1,서울시 중랑구 면목동 110-1 청하아파트 2동106호,실거주,-,경매,2013-09-26,제84885호,Y,595290000,신한은행,2023-07-25,제67657호,N,,,,
109,서울시 용산구 이태원동 22-2,2동,3,107호,2동107호,서울시 중랑구 면목동 110-1 청하아파트 2동107호,185,대,강하준,351023-1******,남성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동107호,실거주,-,경매,2023-04-22,제73960호,Y,702590000,신한은행,2024-01-19,제33237호,N,,,,
110,서울시 용산구 이태원동 22-2,2동,3,108호,2동108호,서울시 중랑구 면목동 110-1 청하아파트 2동108호,185,대,조영자,620109-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동108호,실거주,-,매매,2005-02-03,제17215호,N,0,,,,N,,,,
111,서울시 용산구 이태원동 22-2,2동,3,109호,2동109호,서울시 중랑구 면목동 110-1 청하아파트 2동109호,185,대,최영희,670909-1******,남성,50대,공유자,3분의 1,서울시 강남구 삼성동 617-63,투자 목적,서울,상속,2006-11-21,제75249호,Y,709140000,우리은행,2017-03-04,제73842호,N,,,,
112,서울시 용산구 이태원동 22-2,2동,4,101호,2동101호,서울시 중랑구 면목동 110-1 청하아파트 2동101호,185,대,김서준,900323-2******,여성,30대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동101호,실거주,-,상속,2018-10-23,제68414호,Y,976330000,하나은행,2014-08-30,제43929호,N,,,,
113,서울시 용산구 이태원동 22-2,2동,4,102호,2동102호,서울시 중랑구 면목동 110-1 청하아파트 2동102호,185,대,정민서,531201-1******,남성,70대,단독소유,단독소유,서울시 서초구 삼성동 293-65,투자 목적,서울,증여,2011-01-22,제81124호,N,0,,,,N,,,,
114,서울시 용산구 이태원동 22-2,2동,4,103호,2동103호,서울시 중랑구 면목동 110-1 청하아파트 2동103호,185,대,임도윤,711119-1******,남성,50대,단독소유,단독소유,경기도 고양시 분당구 정자동 728-79,투자 목적,경기,경매,2018-06-17,제74736호,N,0,,,,N,,,,
115,서울시 용산구 이태원동 22-2,2동,4,104호,2동104호,서울시 중랑구 면목동 110-1 청하아파트 2동104호,185,대,장예준,460609-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동104호,실거주,-,상속,2024-01-07,제92450호,N,0,,,,N,,,,
116,서울시 용산구 이태원동 22-2,2동,4,105호,2동105호,서울시 중랑구 면목동 110-1 청하아파트 2동105호,185,대,이예준,670713-1******,남성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동105호,실거주,-,매매,2017-07-16,제3673호,N,0,,,,N,,,,
117,서울시 용산구 이태원동 22-2,2동,4,106호,2동106호,서울시 중랑구 면목동 110-1 청하아파트 2동106호,185,대,장도윤,710819-2******,여성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동106호,실거주,-,상속,2005-01-27,제10379호,N,0,,,,N,,,,
118,서울시 용산구 이태원동 22-2,2동,4,107호,2동107호,서울시 중랑구 면목동 110-1 청하아파트 2동107호,185,대,강순자,510720-2******,여성,70대,단독소유,단독소유,서울시 송파구 역삼동 939-5,투자 목적,서울,상속,2009-05-12,제34840호,Y,673620000,하나은행,2024-03-09,제81416호,N,,,,
119,서울시 용산구 이태원동 22-2,2동,4,108호,2동108호,서울시 중랑구 면목동 110-1 청하아파트 2동108호,185,대,최영희,741202-1******,남성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동108호,실거주,-,상속,2015-11-26,제73989호,Y,462360000,기업은행,2017-10-24,제19630호,N,,,,
120,서울시 용산구 이태원동 22-2,2동,4,109호,2동109호,서울시 중랑구 면목동 110-1 청하아파트 2동109호,185,대,김주원,581202-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동109호,실거주,-,상속,2022-10-25,제70352호,Y,821180000,하나은행,2023-03-14,제90573호,N,,,,
121,서울시 용산구 이태원동 22-2,2동,5,101호,2동101호,서울시 중랑구 면목동 110-1 청하아파트 2동101호,185,대,김민준,751017-1******,남성,40대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동101호,실거주,-,증여,2021-04-13,제63004호,Y,458150000,하나은행,2017-09-23,제68634호,N,,,,
122,서울시 용산구 이태원동 22-2,2동,5,102호,2동102호,서울시 중랑구 면목동 110-1 청하아파트 2동102호,185,대,장주원,610813-1******,남성,60대,단독소유,단독소유,서울시 서초구 삼성동 652-92,투자 목적,서울,매매,2005-01-09,제47038호,Y,429900000,국민은행,2012-11-06,제38008호,N,,,,
123,서울시 용산구 이태원동 22-2,2동,5,103호,2동103호,서울시 중랑구 면목동 110-1 청하아파트 2동103호,185,대,정순자,390928-1******,남성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동103호,실거주,-,매매,2021-05-13,제74462호,Y,436950000,기업은행,2014-07-31,제13922호,N,,,,
124,서울시 용산구 이태원동 22-2,2동,5,104호,2동104호,서울시 중랑구 면목동 110-1 청하아파트 2동104호,185,대,최시우,841219-1******,남성,40대,단독소유,단독소유,서울시 송파구 삼성동 538-22,투자 목적,서울,매매,2021-07-09,제96485호,Y,104660000,우리은행,2017-08-17,제18821호,N,,,,
125,서울시 용산구 이태원동 22-2,2동,5,105호,2동105호,서울시 중랑구 면목동 110-1 청하아파트 2동105호,185,대,장영희,560723-2******,여성,60대,단독소유,단독소유,경기도 고양시 분당구 정자동 824-68,투자 목적,경기,경매,2021-02-02,제28182호,Y,828360000,국민은행,2014-01-28,제84151호,N,,,,
126,서울시 용산구 이태원동 22-2,2동,5,106호,2동106호,서울시 중랑구 면목동 110-1 청하아파트 2동106호,185,대,박영희,690904-2******,여성,50대,공유자,3분의 1,서울시 강남구 역삼동 663-48,투자 목적,서울,경매,2014-09-24,제37009호,Y,463570000,신한은행,2015-12-23,제95038호,N,,,,
127,서울시 용산구 이태원동 22-2,2동,5,107호,2동107호,서울시 중랑구 면목동 110-1 청하아파트 2동107호,185,대,김지호,600804-1******,남성,60대,단독소유,단독소유,서울시 서초구 역삼동 324-15,투자 목적,서울,매매,2021-06-07,제24869호,Y,842440000,우리은행,2021-03-28,제79887호,N,,,,
128,서울시 용산구 이태원동 22-2,2동,5,108호,2동108호,서울시 중랑구 면목동 110-1 청하아파트 2동108호,185,대,조민준,730803-1******,남성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동108호,실거주,-,경매,2009-04-04,제58117호,Y,801350000,기업은행,2019-03-16,제87618호,N,,,,
129,서울시 용산구 이태원동 22-2,2동,5,109호,2동109호,서울시 중랑구 면목동 110-1 청하아파트 2동109호,185,대,윤민준,610908-2******,여성,60대,단독소유,단독소유,경기도 성남시 분당구 정자동 856-80,투자 목적,경기,증여,2015-01-16,제26690호,N,0,,,,Y,가압류,2023-05-24,제52496호,국
130,서울시 용산구 이태원동 22-2,2동,6,101호,2동101호,서울시 중랑구 면목동 110-1 청하아파트 2동101호,185,대,임민준,330701-1******,남성,90대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동101호,실거주,-,증여,2015-07-13,제50156호,N,0,,,,N,,,,
131,서울시 용산구 이태원동 22-2,2동,6,102호,2동102호,서울시 중랑구 면목동 110-1 청하아파트 2동102호,185,대,김민준,380823-2******,여성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 2동102호,실거주,-,경매,2020-08-15,제49609호,Y,343000000,우리은행,2020-08-05,제79763호,N,,,,
