순번,소재지,건물명,건축연도,경과년수,전용면적_제곱미터,대지면적_제곱미터,대지권비율,실질대지지분_제곱미터,현소유자,주민번호,현주소,소유권취득일,보유기간_년,이전사유,근저당1_설정일,근저당1_채권최고액,근저당1_채무자,근저당1_근저당권자,근저당2_설정일,근저당2_채권최고액,근저당2_채무자,근저당2_근저당권자,유효근저당총액,유효근저당건수,소유권이전횟수,실거주여부,압류가압류유무,압류구분,압류일자,압류접수번호,압류권리자
368,서울시 영등포구 여의도동 41,대교아파트 3동 708호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황혜진,050803-3******,"서울시 영등포구 여의도동 41, 103동 708호",2010-08-23,15,증여,2022년02월08일,314590000,황혜진,KB국민은행,,,,,314590000,1,3,실거주 추정,N,,,,
369,서울시 영등포구 여의도동 41,대교아파트 3동 709호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,윤현우,011204-4******,서울시 금천구 시흥동 460-16,2019-08-26,6,증여,2020년05월21일,682170000,윤현우,주식회사우리은행,,,,,682170000,1,2,세입자 가능성,N,,,,
370,서울시 영등포구 여의도동 41,대교아파트 3동 710호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍서준,750408-1******,서울시 금천구 시흥동 719-59,2016-01-31,9,상속,2018년12월29일,645160000,홍서준,주식회사하나은행,,,,,645160000,1,5,세입자 가능성,N,,,,
371,서울시 영등포구 여의도동 41,대교아파트 3동 711호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,최두산,531017-1******,서울시 강서구 가양동 610-88,2017-10-13,8,증여,2020년06월30일,2092140000,최두산,주식회사등본은행,,,,,2092140000,1,1,세입자 가능성,N,,,,
372,서울시 영등포구 여의도동 41,대교아파트 3동 712호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,정영만,600524-1******,서울시 중구 을지로 896-86,2023-04-11,2,증여,,0,정영만,,,,,,0,,2,세입자 가능성,N,,,,
373,서울시 영등포구 여의도동 41,대교아파트 3동 801호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조미경,050428-4******,"서울시 영등포구 여의도동 41, 103동 801호",2023-07-29,2,상속,2024년08월09일,615290000,조미경,주식회사국민은행,,,,,615290000,1,3,실거주 추정,N,,,,
374,서울시 영등포구 여의도동 41,대교아파트 3동 802호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,신기태,000508-4******,"서울시 영등포구 여의도동 41, 103동 802호",2021-01-13,4,증여,,0,신기태,,,,,,0,,3,실거주 추정,N,,,,
375,서울시 영등포구 여의도동 41,대교아파트 3동 803호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권지민,030606-4******,서울시 강남구 논현동 513-94,2024-03-22,1,증여,2023년05월13일,1488430000,권지민,주식회사통합은행,,,,,1488430000,1,0,세입자 가능성,N,,,,
376,서울시 영등포구 여의도동 41,대교아파트 3동 804호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임미나,041119-3******,"서울시 영등포구 여의도동 41, 103동 804호",2017-11-22,7,매매,2016년08월01일,884840000,임미나,주식회사한솔은행,,,,,884840000,1,5,실거주 추정,N,,,,
377,서울시 영등포구 여의도동 41,대교아파트 3동 805호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이보미,981226-2******,"서울시 영등포구 여의도동 41, 103동 805호",2018-09-03,7,매매,2018년06월10일,404020000,이보미,주식회사국민은행,,,,,404020000,1,1,실거주 추정,N,,,,
378,서울시 영등포구 여의도동 41,대교아파트 3동 806호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한영수,630503-1******,"서울시 영등포구 여의도동 41, 103동 806호",2012-08-11,13,상속,2024년08월16일,659600000,한영수,주식회사신한은행,,,,,659600000,1,3,실거주 추정,N,,,,
379,서울시 영등포구 여의도동 41,대교아파트 3동 807호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박현우,030715-3******,"서울시 영등포구 여의도동 41, 103동 807호",2019-10-31,5,매매,,0,박현우,,,,,,0,,5,실거주 추정,N,,,,
380,서울시 영등포구 여의도동 41,대교아파트 3동 808호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임철수,021111-3******,서울시 노원구 중계동 583-96,2010-01-07,15,증여,,0,임철수,,,,,,0,,4,세입자 가능성,Y,가압류,2023년09월08일,제17027호,서울중앙지방법원
381,서울시 영등포구 여의도동 41,대교아파트 3동 809호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장미나,691008-2******,서울시 마포구 공덕동 91-7,2008-02-23,17,매매,,0,장미나,,,,,,0,,5,세입자 가능성,N,,,,
382,서울시 영등포구 여의도동 41,대교아파트 3동 810호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,정기태,530708-2******,"서울시 영등포구 여의도동 41, 103동 810호",2021-09-11,4,매매,2018년12월14일,689600000,정기태,주식회사명동은행,,,,,689600000,1,4,실거주 추정,N,,,,
383,서울시 영등포구 여의도동 41,대교아파트 3동 811호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김동현,021106-4******,"서울시 영등포구 여의도동 41, 103동 811호",2017-12-22,7,매매,,0,김동현,,,,,,0,,0,실거주 추정,N,,,,
384,서울시 영등포구 여의도동 41,대교아파트 3동 812호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이지우,971017-1******,"서울시 영등포구 여의도동 41, 103동 812호",2010-09-29,15,상속,2011년03월05일,881500000,이지우,KB국민은행,,,,,881500000,1,1,실거주 추정,N,,,,
385,서울시 영등포구 여의도동 41,대교아파트 3동 901호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,서지우,050721-4******,서울시 강북구 미아동 69-29,2018-11-02,6,매매,2020년09월08일,1268240000,서지우,주식회사하나은행,,,,,1268240000,1,1,세입자 가능성,N,,,,
386,서울시 영등포구 여의도동 41,대교아파트 3동 902호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송수빈,031003-4******,"서울시 영등포구 여의도동 41, 103동 902호",2005-11-11,19,매매,2019년01월13일,371110000,송수빈,주식회사농협은행,,,,,371110000,1,2,실거주 추정,N,,,,
387,서울시 영등포구 여의도동 41,대교아파트 3동 903호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오하은,051211-3******,"서울시 영등포구 여의도동 41, 103동 903호",2009-11-05,15,상속,2019년11월07일,126420000,오하은,주식회사우리은행,,,,,126420000,1,4,실거주 추정,N,,,,
388,서울시 영등포구 여의도동 41,대교아파트 3동 904호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박하은,640322-1******,"서울시 영등포구 여의도동 41, 103동 904호",2006-03-19,19,상속,,0,박하은,,,,,,0,,2,실거주 추정,N,,,,
389,서울시 영등포구 여의도동 41,대교아파트 3동 905호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조보미,871226-1******,"서울시 영등포구 여의도동 41, 103동 905호",2017-06-28,8,매매,,0,조보미,,,,,,0,,2,실거주 추정,N,,,,
390,서울시 영등포구 여의도동 41,대교아파트 3동 906호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류미경,760120-2******,"서울시 영등포구 여의도동 41, 103동 906호",2024-07-19,1,상속,2016년06월15일,265460000,류미경,주식회사국민은행,,,,,265460000,1,1,실거주 추정,N,,,,
391,서울시 영등포구 여의도동 41,대교아파트 3동 907호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오혜진,020413-3******,서울시 양천구 신월동 981-27,2009-10-17,15,상속,2019년05월03일,250500000,오혜진,주식회사신한은행,,,,,250500000,1,1,세입자 가능성,N,,,,
392,서울시 영등포구 여의도동 41,대교아파트 3동 908호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,서도윤,640908-1******,"서울시 영등포구 여의도동 41, 103동 908호",2011-11-25,13,상속,,0,서도윤,,,,,,0,,5,실거주 추정,N,,,,
393,서울시 영등포구 여의도동 41,대교아파트 3동 909호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임동현,771008-1******,"서울시 영등포구 여의도동 41, 103동 909호",2018-12-26,6,상속,2013년05월29일,701710000,임동현,주식회사농협은행,,,,,701710000,1,4,실거주 추정,N,,,,
394,서울시 영등포구 여의도동 41,대교아파트 3동 910호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,정도윤,541110-1******,서울시 동대문구 답십리동 522-13,2020-04-29,5,증여,,0,정도윤,,,,,,0,,4,세입자 가능성,N,,,,
395,서울시 영등포구 여의도동 41,대교아파트 3동 911호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,강시우,820806-2******,"서울시 영등포구 여의도동 41, 103동 911호",2022-04-29,3,매매,2021년12월14일,1588550000,강시우,주식회사신한은행,,,,,1588550000,1,2,실거주 추정,N,,,,
396,서울시 영등포구 여의도동 41,대교아파트 3동 912호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,신보미,841001-1******,"서울시 영등포구 여의도동 41, 103동 912호",2024-06-04,1,증여,,0,신보미,,,,,,0,,0,실거주 추정,N,,,,
397,서울시 영등포구 여의도동 41,대교아파트 3동 1001호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박동현,750105-1******,"서울시 영등포구 여의도동 41, 103동 1001호",2021-02-14,4,매매,2017년08월01일,234520000,박동현,주식회사신한은행,,,,,234520000,1,0,실거주 추정,N,,,,
398,서울시 영등포구 여의도동 41,대교아파트 3동 1002호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박용하,050725-3******,"서울시 영등포구 여의도동 41, 103동 1002호",2015-05-21,10,매매,2010년11월16일,367590000,박용하,주식회사국민은행,,,,,367590000,1,5,실거주 추정,N,,,,
399,서울시 영등포구 여의도동 41,대교아파트 3동 1003호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,윤유진,640521-2******,"서울시 영등포구 여의도동 41, 103동 1003호",2005-12-04,19,매매,2015년04월16일,918920000,윤유진,주식회사명동은행,,,,,918920000,1,3,실거주 추정,N,,,,
400,서울시 영등포구 여의도동 41,대교아파트 3동 1004호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,최서연,050914-3******,"서울시 영등포구 여의도동 41, 103동 1004호",2013-06-08,12,증여,2022년02월12일,803370000,최서연,KB국민은행,,,,,803370000,1,2,실거주 추정,N,,,,
401,서울시 영등포구 여의도동 41,대교아파트 3동 1005호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권하은,910503-2******,"서울시 영등포구 여의도동 41, 103동 1005호",2009-12-19,15,증여,2022년05월28일,1159010000,권하은,KB국민은행,,,,,1159010000,1,4,실거주 추정,N,,,,
402,서울시 영등포구 여의도동 41,대교아파트 3동 1006호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한두산,780407-1******,"서울시 영등포구 여의도동 41, 103동 1006호",2005-12-04,19,증여,2023년01월11일,686220000,한두산,주식회사우리은행,,,,,686220000,1,0,실거주 추정,N,,,,
403,서울시 영등포구 여의도동 41,대교아파트 3동 1007호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황시우,540815-1******,서울시 성동구 금호동 333-91,2023-09-20,2,상속,2017년09월11일,614720000,황시우,주식회사신한은행,,,,,614720000,1,2,세입자 가능성,N,,,,
404,서울시 영등포구 여의도동 41,대교아파트 3동 1008호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임현우,731017-2******,서울시 종로구 혜화동 858-2,2024-01-04,1,상속,,0,임현우,,,,,,0,,4,세입자 가능성,N,,,,
405,서울시 영등포구 여의도동 41,대교아파트 3동 1009호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권하은,850502-1******,"서울시 영등포구 여의도동 41, 103동 1009호",2021-12-07,3,증여,2017년03월20일,1473120000,권하은,주식회사하나은행,,,,,1473120000,1,2,실거주 추정,N,,,,
406,서울시 영등포구 여의도동 41,대교아파트 3동 1010호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임지우,040504-4******,"서울시 영등포구 여의도동 41, 103동 1010호",2015-12-11,9,상속,2017년09월11일,414650000,임지우,주식회사신한은행,,,,,414650000,1,4,실거주 추정,N,,,,
407,서울시 영등포구 여의도동 41,대교아파트 3동 1011호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍준서,030123-3******,"서울시 영등포구 여의도동 41, 103동 1011호",2023-05-31,2,상속,2017년01월17일,1523710000,홍준서,주식회사등본은행,,,,,1523710000,1,3,실거주 추정,N,,,,
408,서울시 영등포구 여의도동 41,대교아파트 3동 1012호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이상훈,000826-4******,서울시 서초구 양재동 414-36,2018-02-25,7,증여,,0,이상훈,,,,,,0,,5,세입자 가능성,N,,,,
409,서울시 영등포구 여의도동 41,대교아파트 3동 1101호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한주원,690606-2******,"서울시 영등포구 여의도동 41, 103동 1101호",2015-05-02,10,상속,,0,한주원,,,,,,0,,2,실거주 추정,N,,,,
410,서울시 영등포구 여의도동 41,대교아파트 3동 1102호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오유진,800505-2******,서울시 노원구 상계동 391-9,2014-02-25,11,상속,,0,오유진,,,,,,0,,4,세입자 가능성,N,,,,
411,서울시 영등포구 여의도동 41,대교아파트 3동 1103호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이예준,020906-3******,"서울시 영등포구 여의도동 41, 103동 1103호",2010-11-25,14,증여,2018년11월29일,349870000,이예준,주식회사명동은행,,,,,349870000,1,0,실거주 추정,N,,,,
412,서울시 영등포구 여의도동 41,대교아파트 3동 1104호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류철수,800204-1******,"서울시 영등포구 여의도동 41, 103동 1104호",2015-04-10,10,상속,2023년11월24일,813590000,류철수,주식회사국민은행,,,,,813590000,1,3,실거주 추정,N,,,,
413,서울시 영등포구 여의도동 41,대교아파트 3동 1105호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이철수,830708-1******,"서울시 영등포구 여의도동 41, 103동 1105호",2008-04-13,17,매매,2012년06월19일,1793880000,이철수,주식회사신한은행,,,,,1793880000,1,4,실거주 추정,N,,,,
414,서울시 영등포구 여의도동 41,대교아파트 3동 1106호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,서영희,001228-3******,"서울시 영등포구 여의도동 41, 103동 1106호",2011-08-15,14,매매,2024년02월08일,987810000,서영희,주식회사농협은행,,,,,987810000,1,5,실거주 추정,N,,,,
415,서울시 영등포구 여의도동 41,대교아파트 3동 1107호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박수진,000724-3******,"서울시 영등포구 여의도동 41, 103동 1107호",2022-08-11,3,상속,,0,박수진,,,,,,0,,0,실거주 추정,N,,,,
416,서울시 영등포구 여의도동 41,대교아파트 3동 1108호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍도윤,510813-2******,서울시 서대문구 연희동 473-82,2016-09-20,9,매매,2017년11월17일,403810000,홍도윤,주식회사신한은행,,,,,403810000,1,4,세입자 가능성,N,,,,
417,서울시 영등포구 여의도동 41,대교아파트 3동 1109호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안영수,010222-3******,"서울시 영등포구 여의도동 41, 103동 1109호",2009-08-20,16,상속,2015년04월27일,547870000,안영수,주식회사하나은행,,,,,547870000,1,3,실거주 추정,N,,,,
418,서울시 영등포구 여의도동 41,대교아파트 3동 1110호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한진혁,030506-4******,서울시 관악구 낙성동 902-90,2005-10-31,19,매매,2022년02월14일,268790000,한진혁,주식회사농협은행,,,,,268790000,1,2,세입자 가능성,N,,,,
419,서울시 영등포구 여의도동 41,대교아파트 3동 1111호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한지우,030828-3******,"서울시 영등포구 여의도동 41, 103동 1111호",2009-02-09,16,상속,2024년01월19일,1383530000,한지우,주식회사국민은행,,,,,1383530000,1,5,실거주 추정,N,,,,
420,서울시 영등포구 여의도동 41,대교아파트 3동 1112호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박준서,780706-2******,"서울시 영등포구 여의도동 41, 103동 1112호",2022-11-14,2,상속,2024년09월28일,326280000,박준서,주식회사명동은행,,,,,326280000,1,2,실거주 추정,N,,,,
421,서울시 영등포구 여의도동 41,대교아파트 3동 1201호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송서연,031017-4******,"서울시 영등포구 여의도동 41, 103동 1201호",2018-12-22,6,매매,2014년04월06일,807950000,송서연,주식회사등본은행,,,,,807950000,1,5,실거주 추정,N,,,,
422,서울시 영등포구 여의도동 41,대교아파트 3동 1202호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조도윤,620828-2******,"서울시 영등포구 여의도동 41, 103동 1202호",2008-05-09,17,증여,,0,조도윤,,,,,,0,,5,실거주 추정,N,,,,
423,서울시 영등포구 여의도동 41,대교아파트 3동 1203호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류영희,540705-1******,"서울시 영등포구 여의도동 41, 103동 1203호",2022-10-02,3,증여,,0,류영희,,,,,,0,,2,실거주 추정,N,,,,
424,서울시 영등포구 여의도동 41,대교아파트 3동 1204호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,강지민,800526-1******,"서울시 영등포구 여의도동 41, 103동 1204호",2015-04-28,10,상속,,0,강지민,,,,,,0,,5,실거주 추정,N,,,,
425,서울시 영등포구 여의도동 41,대교아파트 3동 1205호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권수빈,040108-4******,"서울시 영등포구 여의도동 41, 103동 1205호",2019-03-22,6,상속,2022년01월12일,510540000,권수빈,주식회사명동은행,,,,,510540000,1,4,실거주 추정,N,,,,
426,서울시 영등포구 여의도동 41,대교아파트 3동 1206호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송시우,830704-1******,서울시 용산구 한남동 806-63,2021-09-07,4,매매,2016년09월17일,679150000,송시우,주식회사통합은행,,,,,679150000,1,0,세입자 가능성,N,,,,
427,서울시 영등포구 여의도동 41,대교아파트 3동 1207호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권지민,610901-1******,"서울시 영등포구 여의도동 41, 103동 1207호",2013-10-30,11,상속,2022년11월06일,293540000,권지민,주식회사통합은행,,,,,293540000,1,2,실거주 추정,N,,,,
428,서울시 영등포구 여의도동 41,대교아파트 3동 1208호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권상훈,030121-4******,서울시 동작구 상도동 761-32,2023-12-04,1,매매,2024년04월15일,1667100000,권상훈,주식회사우리은행,,,,,1667100000,1,3,세입자 가능성,N,,,,
429,서울시 영등포구 여의도동 41,대교아파트 3동 1209호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박지우,920508-1******,"서울시 영등포구 여의도동 41, 103동 1209호",2006-02-21,19,상속,2011년10월02일,1208280000,박지우,주식회사농협은행,,,,,1208280000,1,5,실거주 추정,N,,,,
430,서울시 영등포구 여의도동 41,대교아파트 3동 1210호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,강용하,010318-4******,"서울시 영등포구 여의도동 41, 103동 1210호",2009-09-28,16,증여,2019년07월05일,747940000,강용하,주식회사등본은행,,,,,747940000,1,2,실거주 추정,N,,,,
431,서울시 영등포구 여의도동 41,대교아파트 3동 1211호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,윤서연,051212-4******,서울시 성동구 금호동 263-64,2020-01-08,5,매매,2015년11월17일,117930000,윤서연,주식회사신한은행,,,,,117930000,1,5,세입자 가능성,N,,,,
432,서울시 영등포구 여의도동 41,대교아파트 3동 1212호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오상훈,031108-3******,서울시 강북구 삼양동 650-24,2022-12-30,2,상속,2016년08월01일,697680000,오상훈,주식회사등본은행,,,,,697680000,1,0,세입자 가능성,Y,가압류,2025년07월03일,제72025호,국
433,서울시 영등포구 여의도동 41,대교아파트 4동 101호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,정주원,050514-3******,서울시 동작구 대방동 39-97,2017-05-02,8,상속,,0,정주원,,,,,,0,,5,세입자 가능성,N,,,,
434,서울시 영등포구 여의도동 41,대교아파트 4동 102호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장수진,031206-3******,"서울시 영등포구 여의도동 41, 104동 102호",2015-09-19,10,증여,,0,장수진,,,,,,0,,2,실거주 추정,N,,,,
435,서울시 영등포구 여의도동 41,대교아파트 4동 103호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,윤주원,030901-3******,"서울시 영등포구 여의도동 41, 104동 103호",2007-09-16,18,증여,2020년10월24일,1036320000,윤주원,주식회사한솔은행,,,,,1036320000,1,2,실거주 추정,Y,가압류,2023년03월12일,제58794호,서울시
436,서울시 영등포구 여의도동 41,대교아파트 4동 104호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,강기태,680308-1******,"서울시 영등포구 여의도동 41, 104동 104호",2015-08-31,10,증여,2011년03월08일,994340000,강기태,KB국민은행,,,,,994340000,1,4,실거주 추정,N,,,,
437,서울시 영등포구 여의도동 41,대교아파트 4동 105호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이혜진,041126-3******,서울시 서대문구 연희동 358-57,2013-01-07,12,증여,2022년10월23일,1616260000,이혜진,주식회사신한은행,,,,,1616260000,1,2,세입자 가능성,N,,,,
438,서울시 영등포구 여의도동 41,대교아파트 4동 106호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임준서,921221-1******,"서울시 영등포구 여의도동 41, 104동 106호",2024-04-14,1,매매,,0,임준서,,,,,,0,,3,실거주 추정,N,,,,
439,서울시 영등포구 여의도동 41,대교아파트 4동 107호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장수진,560714-1******,"서울시 영등포구 여의도동 41, 104동 107호",2010-01-20,15,상속,2018년05월07일,598550000,장수진,주식회사한솔은행,,,,,598550000,1,4,실거주 추정,N,,,,
440,서울시 영등포구 여의도동 41,대교아파트 4동 108호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍시우,700123-1******,"서울시 영등포구 여의도동 41, 104동 108호",2007-12-27,17,증여,2014년06월01일,357750000,홍시우,주식회사등본은행,,,,,357750000,1,4,실거주 추정,N,,,,
441,서울시 영등포구 여의도동 41,대교아파트 4동 109호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오보미,790723-2******,"서울시 영등포구 여의도동 41, 104동 109호",2014-12-26,10,상속,,0,오보미,,,,,,0,,5,실거주 추정,N,,,,
442,서울시 영등포구 여의도동 41,대교아파트 4동 110호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임동현,560918-1******,서울시 중구 을지로 404-47,2009-12-25,15,증여,2024년02월10일,872260000,임동현,주식회사한솔은행,,,,,872260000,1,1,세입자 가능성,N,,,,
443,서울시 영등포구 여의도동 41,대교아파트 4동 111호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조혜진,030419-3******,"서울시 영등포구 여의도동 41, 104동 111호",2006-10-12,19,매매,2021년05월05일,876280000,조혜진,주식회사우리은행,,,,,876280000,1,3,실거주 추정,N,,,,
444,서울시 영등포구 여의도동 41,대교아파트 4동 112호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송하은,700901-2******,"서울시 영등포구 여의도동 41, 104동 112호",2010-02-28,15,매매,2020년10월21일,1131930000,송하은,주식회사통합은행,,,,,1131930000,1,0,실거주 추정,N,,,,
445,서울시 영등포구 여의도동 41,대교아파트 4동 201호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,강시우,000603-4******,"서울시 영등포구 여의도동 41, 104동 201호",2015-07-13,10,증여,2011년02월04일,1606320000,강시우,주식회사우리은행,,,,,1606320000,1,0,실거주 추정,Y,가압류,2024년08월10일,제38863호,국
446,서울시 영등포구 여의도동 41,대교아파트 4동 202호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박서준,521026-1******,"서울시 영등포구 여의도동 41, 104동 202호",2021-04-26,4,증여,2015년11월21일,993020000,박서준,주식회사등본은행,,,,,993020000,1,1,실거주 추정,N,,,,
447,서울시 영등포구 여의도동 41,대교아파트 4동 203호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류은서,840725-1******,서울시 강서구 등촌동 46-89,2015-10-09,10,증여,2017년03월12일,625960000,류은서,주식회사통합은행,,,,,625960000,1,3,세입자 가능성,N,,,,
448,서울시 영등포구 여의도동 41,대교아파트 4동 204호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍도윤,021216-4******,"서울시 영등포구 여의도동 41, 104동 204호",2024-01-14,1,매매,2024년09월01일,605510000,홍도윤,주식회사명동은행,,,,,605510000,1,0,실거주 추정,N,,,,
449,서울시 영등포구 여의도동 41,대교아파트 4동 205호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,윤주원,001219-3******,"서울시 영등포구 여의도동 41, 104동 205호",2017-08-08,8,상속,2013년09월28일,756330000,윤주원,주식회사통합은행,,,,,756330000,1,1,실거주 추정,N,,,,
450,서울시 영등포구 여의도동 41,대교아파트 4동 206호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이동현,011002-3******,서울시 서대문구 충정로 681-87,2024-04-23,1,증여,2012년06월09일,256640000,이동현,주식회사명동은행,,,,,256640000,1,0,세입자 가능성,N,,,,
451,서울시 영등포구 여의도동 41,대교아파트 4동 207호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장미나,020325-3******,서울시 강동구 천호동 969-2,2021-08-19,4,상속,,0,장미나,,,,,,0,,2,세입자 가능성,N,,,,
452,서울시 영등포구 여의도동 41,대교아파트 4동 208호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류동현,030415-3******,"서울시 영등포구 여의도동 41, 104동 208호",2023-12-21,1,매매,2018년04월04일,752870000,류동현,주식회사국민은행,,,,,752870000,1,4,실거주 추정,N,,,,
453,서울시 영등포구 여의도동 41,대교아파트 4동 209호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안하은,810818-1******,서울시 노원구 월계동 790-10,2023-12-05,1,매매,2018년11월04일,1253930000,안하은,주식회사국민은행,,,,,1253930000,1,0,세입자 가능성,N,,,,
454,서울시 영등포구 여의도동 41,대교아파트 4동 210호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황유진,590503-1******,"서울시 영등포구 여의도동 41, 104동 210호",2011-10-23,13,상속,2014년08월08일,1704330000,황유진,주식회사명동은행,,,,,1704330000,1,5,실거주 추정,N,,,,
455,서울시 영등포구 여의도동 41,대교아파트 4동 211호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송진혁,620217-1******,서울시 종로구 혜화동 497-11,2015-02-25,10,매매,2016년03월23일,442620000,송진혁,주식회사한솔은행,,,,,442620000,1,1,세입자 가능성,N,,,,
456,서울시 영등포구 여의도동 41,대교아파트 4동 212호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권동현,050602-4******,서울시 서초구 잠원동 153-76,2015-03-02,10,상속,2024년03월03일,1386820000,권동현,주식회사등본은행,,,,,1386820000,1,5,세입자 가능성,N,,,,
457,서울시 영등포구 여의도동 41,대교아파트 4동 301호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김예준,540118-2******,"서울시 영등포구 여의도동 41, 104동 301호",2010-05-03,15,매매,,0,김예준,,,,,,0,,5,실거주 추정,N,,,,
458,서울시 영등포구 여의도동 41,대교아파트 4동 302호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안수진,860511-1******,"서울시 영등포구 여의도동 41, 104동 302호",2022-07-23,3,매매,,0,안수진,,,,,,0,,1,실거주 추정,N,,,,
